"","word_tokens","nrc","afinn","bing","period"
"2850","weeks",NA,NA,NA,"2019"
"2851","increased",NA,1,NA,"2019"
"2852","size",NA,NA,NA,"2019"
"2853","time","anticipation",NA,NA,"2019"
"2854","horizon","anticipation",NA,NA,"2019"
"2855","horizon","positive",NA,NA,"2019"
"2856","january",NA,NA,NA,"2019"
"2857","2020",NA,NA,NA,"2019"
"2858","federal",NA,NA,NA,"2019"
"2859","reserve","positive",NA,NA,"2019"
"2860","announced",NA,NA,NA,"2019"
"2861","11",NA,NA,NA,"2019"
"2862","october",NA,NA,NA,"2019"
"2863","purchase",NA,NA,NA,"2019"
"2864","treasury",NA,NA,NA,"2019"
"2865","bills",NA,NA,NA,"2019"
"2866","initial",NA,NA,NA,"2019"
"2867","pace",NA,NA,NA,"2019"
"2868","60",NA,NA,NA,"2019"
"2869","billion",NA,NA,NA,"2019"
"2870","month",NA,NA,NA,"2019"
"2871","offset","anticipation",NA,NA,"2019"
"2872","offset","positive",NA,NA,"2019"
"2873","increase","positive",1,NA,"2019"
"2874","reserve","positive",NA,NA,"2019"
"2875","liabilities",NA,NA,NA,"2019"
"2876","tga",NA,NA,NA,"2019"
"2877","ongoing","anticipation",NA,NA,"2019"
"2878","operations",NA,NA,NA,"2019"
"2879","calmed",NA,2,NA,"2019"
"2880","markets",NA,NA,NA,"2019"
"2881","day",NA,NA,NA,"2019"
"2882","effective","positive",2,"positive","2019"
"2883","effective","trust",2,"positive","2019"
"2884","federal",NA,NA,NA,"2019"
"2885","funds",NA,NA,NA,"2019"
"2886","rate",NA,NA,NA,"2019"
"2887","increased",NA,1,NA,"2019"
"2888","5",NA,NA,NA,"2019"
"2889","basis",NA,NA,NA,"2019"
"2890","2.30",NA,NA,NA,"2019"
"2891","upper",NA,NA,NA,"2019"
"2892","limit",NA,NA,"negative","2019"
"2893","federal",NA,NA,NA,"2019"
"2894","funds",NA,NA,NA,"2019"
"2895","target",NA,NA,NA,"2019"
"2896","intraday",NA,NA,NA,"2019"
"2897","range",NA,NA,NA,"2019"
"2898","spiked",NA,NA,NA,"2019"
"2899","200",NA,NA,NA,"2019"
"2900","basis",NA,NA,NA,"2019"
"2901","typical",NA,NA,NA,"2019"
"2902","range",NA,NA,NA,"2019"
"2903","10",NA,NA,NA,"2019"
"2904","basis",NA,NA,NA,"2019"
"2905","williams",NA,NA,NA,"2019"
"2906","money","anger",NA,NA,"2019"
"2907","money","anticipation",NA,NA,"2019"
"2908","money","joy",NA,NA,"2019"
"2909","money","positive",NA,NA,"2019"
"2910","money","surprise",NA,NA,"2019"
"2911","money","trust",NA,NA,"2019"
"2912","markets",NA,NA,NA,"2019"
"2913","federal",NA,NA,NA,"2019"
"2914","funds",NA,NA,NA,"2019"
"2915","rate",NA,NA,NA,"2019"
"2916","path",NA,NA,NA,"2019"
"2917","forward","positive",NA,NA,"2019"
"2918","speech","positive",NA,NA,"2019"
"2919","332",NA,NA,NA,"2019"
"2920","federal",NA,NA,NA,"2019"
"2921","reserve","positive",NA,NA,"2019"
"2922","bank","trust",NA,NA,"2019"
"2923","york",NA,NA,NA,"2019"
"2924","17",NA,NA,NA,"2019"
"2925","october",NA,NA,NA,"2019"
"2926","2019",NA,NA,NA,"2019"
"2927","concerns",NA,NA,"negative","2019"
"2928","market",NA,NA,NA,"2019"
"2929","functioning",NA,NA,NA,"2019"
"2930","due",NA,NA,NA,"2019"
"2931","depressed","anger",-2,"negative","2019"
"2932","depressed","fear",-2,"negative","2019"
"2933","depressed","negative",-2,"negative","2019"
"2934","depressed","sadness",-2,"negative","2019"
"2935","interbank",NA,NA,NA,"2019"
"2936","trading",NA,NA,NA,"2019"
"2937","activity",NA,NA,NA,"2019"
"2938","abundant","joy",NA,"positive","2019"
"2939","abundant","positive",NA,"positive","2019"
"2940","reserves",NA,NA,NA,"2019"
"2941","regime",NA,NA,NA,"2019"
"2942","consideration",NA,NA,NA,"2019"
"2943","central",NA,NA,NA,"2019"
"2944","bank","trust",NA,NA,"2019"
"2945","norway's",NA,NA,NA,"2019"
"2946","switch",NA,NA,NA,"2019"
"2947","quota",NA,NA,NA,"2019"
"2948","based",NA,NA,NA,"2019"
"2949","system","trust",NA,NA,"2019"
"2950","2011",NA,NA,NA,"2019"
"2951","markets",NA,NA,NA,"2019"
"2952","committee","trust",NA,NA,"2019"
"2953","central",NA,NA,NA,"2019"
"2954","bank","trust",NA,NA,"2019"
"2955","balance","positive",NA,NA,"2019"
"2956","sheets",NA,NA,NA,"2019"
"2957","market",NA,NA,NA,"2019"
"2958","functioning",NA,NA,NA,"2019"
"2959","11",NA,NA,NA,"2019"
"2960","october",NA,NA,NA,"2019"
"2961","2019",NA,NA,NA,"2019"
"2962","aldasoro",NA,NA,NA,"2019"
"2963","ehlers",NA,NA,NA,"2019"
"2964","eren",NA,NA,NA,"2019"
"2965","ccps",NA,NA,NA,"2019"
"2966","reduce",NA,NA,NA,"2019"
"2967","repo",NA,NA,NA,"2019"
"2968","market",NA,NA,NA,"2019"
"2969","inefficiencies",NA,NA,NA,"2019"
"2970","bis",NA,NA,NA,"2019"
"2971","quarterly",NA,NA,NA,"2019"
"2972","review",NA,NA,NA,"2019"
"2973","december",NA,NA,NA,"2019"
"2974","2017",NA,NA,NA,"2019"
"2975","pp",NA,NA,NA,"2019"
"2976","13",NA,NA,NA,"2019"
"2977","14",NA,NA,NA,"2019"
"2978","18",NA,NA,NA,"2019"
"2979","20",NA,NA,NA,"2019"
"2980","september",NA,NA,NA,"2019"
"2981","offered",NA,NA,NA,"2019"
"2982","overnight",NA,NA,NA,"2019"
"2983","repos",NA,NA,NA,"2019"
"2984","primary","positive",NA,NA,"2019"
"2985","dealers",NA,NA,NA,"2019"
"2986","aggregate",NA,NA,NA,"2019"
"2987","amount",NA,NA,NA,"2019"
"2988","75",NA,NA,NA,"2019"
"2989","billion",NA,NA,NA,"2019"
"2990","treasury",NA,NA,NA,"2019"
"2991","agency",NA,NA,NA,"2019"
"2992","debt","negative",-2,"negative","2019"
"2993","debt","sadness",-2,"negative","2019"
"2994","agency",NA,NA,NA,"2019"
"2995","mortgage","fear",NA,NA,"2019"
"2996","securities","trust",NA,NA,"2019"
"2997","collateral","trust",NA,NA,"2019"
"2998","15",NA,NA,NA,"2019"
"2999","november",NA,NA,NA,"2019"
"3000","120",NA,NA,NA,"2019"
"3001","billion",NA,NA,NA,"2019"
"3002","daily","anticipation",NA,NA,"2019"
"3003","overnight",NA,NA,NA,"2019"
"3004","repos",NA,NA,NA,"2019"
"3005","addition",NA,NA,NA,"2019"
"3006","35",NA,NA,NA,"2019"
"3007","billion",NA,NA,NA,"2019"
"3008","week",NA,NA,NA,"2019"
"3009","term",NA,NA,NA,"2019"
"3010","repos",NA,NA,NA,"2019"
"3011","offered",NA,NA,NA,"2019"
"3012","week",NA,NA,NA,"2019"
"3013","15",NA,NA,NA,"2019"
"3014","billion",NA,NA,NA,"2019"
"3015","week",NA,NA,NA,"2019"
"3016","repos",NA,NA,NA,"2019"
"3017","offered",NA,NA,NA,"2019"
"3018","weekly",NA,NA,NA,"2019"
"3019","1",NA,NA,NA,"2019"
"3020","period",NA,NA,NA,"2019"
"3021","review",NA,NA,NA,"2019"
"3022","extends",NA,1,NA,"2019"
"3023","12",NA,NA,NA,"2019"
"3024","september",NA,NA,NA,"2019"
"3025","27",NA,NA,NA,"2019"
"3026","november",NA,NA,NA,"2019"
"3027","2019.2",NA,NA,NA,"2019"
"3028","measures",NA,NA,NA,"2019"
"3029","united","positive",1,NA,"2019"
"3030","united","trust",1,NA,"2019"
"3031","imposed",NA,-1,NA,"2019"
"3032","10",NA,NA,NA,"2019"
"3033","tariffs",NA,NA,NA,"2019"
"3034","300",NA,NA,NA,"2019"
"3035","billion",NA,NA,NA,"2019"
"3036","chinese",NA,NA,NA,"2019"
"3037","imports",NA,NA,NA,"2019"
"3038","declared",NA,NA,NA,"2019"
"3039","china",NA,NA,NA,"2019"
"3040","currency",NA,NA,NA,"2019"
"3041","manipulator",NA,NA,NA,"2019"
"3042","chinese",NA,NA,NA,"2019"
"3043","companies",NA,NA,NA,"2019"
"3044","cut",NA,-1,NA,"2019"
"3045","purchases",NA,NA,NA,"2019"
"3046","agricultural",NA,NA,NA,"2019"
"3047","products",NA,NA,NA,"2019"
"3048","government","fear",NA,NA,"2019"
"3049","government","negative",NA,NA,"2019"
"3050","imposed",NA,-1,NA,"2019"
"3051","tariffs",NA,NA,NA,"2019"
"3052","75",NA,NA,NA,"2019"
"3053","billion",NA,NA,NA,"2019"
"3054","imports",NA,NA,NA,"2019"
"3055","lodged",NA,NA,NA,"2019"
"3056","world",NA,NA,NA,"2019"
"3057","trade","trust",NA,NA,"2019"
"3058","organization","anticipation",NA,NA,"2019"
"3059","organization","joy",NA,NA,"2019"
"3060","organization","positive",NA,NA,"2019"
"3061","organization","surprise",NA,NA,"2019"
"3062","organization","trust",NA,NA,"2019"
"3063","tariff","anger",NA,NA,"2019"
"3064","tariff","disgust",NA,NA,"2019"
"3065","tariff","negative",NA,NA,"2019"
"3066","united","positive",1,NA,"2019"
"3067","united","trust",1,NA,"2019"
"3068","3",NA,NA,NA,"2019"
"3069","bis",NA,NA,NA,"2019"
"3070","markets",NA,NA,NA,"2019"
"3071","swing",NA,NA,NA,"2019"
"3072","trade","trust",NA,NA,"2019"
"3073","monetary","anticipation",NA,NA,"2019"
"3074","monetary","positive",NA,NA,"2019"
"3075","policy","trust",NA,NA,"2019"
"3076","bis",NA,NA,NA,"2019"
"3077","quarterly",NA,NA,NA,"2019"
"3078","review",NA,NA,NA,"2019"
"3079","september",NA,NA,NA,"2019"
"3080","2019",NA,NA,NA,"2019"
"3081","pp",NA,NA,NA,"2019"
"3082","1",NA,NA,NA,"2019"
"3083","14.4",NA,NA,NA,"2019"
"3084","methodological",NA,NA,NA,"2019"
"3085","statistical","trust",NA,NA,"2019"
"3086","appendix",NA,NA,NA,"2019"
"3087","international",NA,NA,NA,"2019"
"3088","monetary","anticipation",NA,NA,"2019"
"3089","monetary","positive",NA,NA,"2019"
"3090","fund",NA,NA,NA,"2019"
"3091","fiscal",NA,NA,NA,"2019"
"3092","monitor",NA,NA,NA,"2019"
"3093","mitigate",NA,NA,NA,"2019"
"3094","climate",NA,NA,NA,"2019"
"3095","change","fear",NA,NA,"2019"
"3096","october",NA,NA,NA,"2019"
"3097","2019.5",NA,NA,NA,"2019"
"3098","recent",NA,NA,NA,"2019"
"3099","discussion","positive",NA,NA,"2019"
"3100","developments",NA,NA,NA,"2019"
"3101","term",NA,NA,NA,"2019"
"3102","premium",NA,NA,NA,"2019"
"3103","clarida",NA,NA,NA,"2019"
"3104","monetary","anticipation",NA,NA,"2019"
"3105","monetary","positive",NA,NA,"2019"
"3106","policy","trust",NA,NA,"2019"
"3107","price",NA,NA,NA,"2019"
"3108","stability",NA,NA,"positive","2019"
"3109","equilibrium","positive",NA,NA,"2019"
"3110","bond",NA,NA,NA,"2019"
"3111","yields",NA,NA,NA,"2019"
"3112","success","anticipation",2,"positive","2019"
"3113","success","joy",2,"positive","2019"
"3114","success","positive",2,"positive","2019"
"3115","consequences",NA,NA,NA,"2019"
"3116","remarks",NA,NA,NA,"2019"
"3117","level","positive",NA,NA,"2019"
"3118","level","trust",NA,NA,"2019"
"3119","conference",NA,NA,NA,"2019"
"3120","global",NA,NA,NA,"2019"
"3121","risk","anticipation",-2,"negative","2019"
"3122","risk","fear",-2,"negative","2019"
"3123","risk","negative",-2,"negative","2019"
"3124","uncertainty",NA,NA,NA,"2019"
"3125","volatility","anger",NA,"negative","2019"
"3126","volatility","anticipation",NA,"negative","2019"
"3127","volatility","fear",NA,"negative","2019"
"3128","volatility","negative",NA,"negative","2019"
"3129","volatility","surprise",NA,"negative","2019"
"3130","zurich",NA,NA,NA,"2019"
"3131","november",NA,NA,NA,"2019"
"3132","2019",NA,NA,NA,"2019"
"3133","stresses",NA,NA,"negative","2019"
"3134","returns",NA,NA,NA,"2019"
"3135","bonds","negative",NA,NA,"2019"
"3136","stocks","negative",NA,NA,"2019"
"3137","negatively",NA,NA,NA,"2019"
"3138","correlated",NA,NA,NA,"2019"
"3139","decades",NA,NA,NA,"2019"
"3140","explanation",NA,NA,NA,"2019"
"3141","low",NA,NA,NA,"2019"
"3142","negative","negative",-2,"negative","2019"
"3143","negative","sadness",-2,"negative","2019"
"3144","term",NA,NA,NA,"2019"
"3145","premia",NA,NA,NA,"2019"
"3146","bonds","negative",NA,NA,"2019"
"3147","hedge",NA,NA,"negative","2019"
"3148","stocks","negative",NA,NA,"2019"
"3149","6",NA,NA,NA,"2019"
"3150","global",NA,NA,NA,"2019"
"3151","ratings",NA,NA,NA,"2019"
"3152","2018",NA,NA,NA,"2019"
"3153","annual",NA,NA,NA,"2019"
"3154","global",NA,NA,NA,"2019"
"3155","corporate",NA,NA,NA,"2019"
"3156","default","disgust",NA,NA,"2019"
"3157","default","fear",NA,NA,"2019"
"3158","default","negative",NA,NA,"2019"
"3159","default","sadness",NA,NA,"2019"
"3160","rating","anger",NA,NA,"2019"
"3161","rating","fear",NA,NA,"2019"
"3162","rating","negative",NA,NA,"2019"
"3163","rating","sadness",NA,NA,"2019"
"3164","transition",NA,NA,NA,"2019"
"3165","study","positive",NA,NA,"2019"
"3166","2019.7",NA,NA,NA,"2019"
"3167","moody's",NA,NA,NA,"2019"
"3168","analytics",NA,NA,NA,"2019"
"3169","worsened",NA,-3,NA,"2019"
"3170","fundamentals",NA,NA,NA,"2019"
"3171","lift",NA,NA,NA,"2019"
"3172","downgrades",NA,NA,NA,"2019"
"3173","upgrades",NA,NA,NA,"2019"
"3174","10",NA,NA,NA,"2019"
"3175","october",NA,NA,NA,"2019"
"3176","2019",NA,NA,NA,"2019"
"3177","moody's",NA,NA,NA,"2019"
"3178","analytics",NA,NA,NA,"2019"
"3179","leading","trust",NA,"positive","2019"
"3180","credit","positive",NA,NA,"2019"
"3181","credit","trust",NA,NA,"2019"
"3182","risk","anticipation",-2,"negative","2019"
"3183","risk","fear",-2,"negative","2019"
"3184","risk","negative",-2,"negative","2019"
"3185","indicator",NA,NA,NA,"2019"
"3186","signals",NA,NA,NA,"2019"
"3187","rising","anticipation",NA,NA,"2019"
"3188","rising","joy",NA,NA,"2019"
"3189","rising","positive",NA,NA,"2019"
"3190","default","disgust",NA,NA,"2019"
"3191","default","fear",NA,NA,"2019"
"3192","default","negative",NA,NA,"2019"
"3193","default","sadness",NA,NA,"2019"
"3194","rate",NA,NA,NA,"2019"
"3195","5",NA,NA,NA,"2019"
"3196","september",NA,NA,NA,"2019"
"3197","2019",NA,NA,NA,"2019"
"3198","risky","anticipation",NA,"negative","2020"
"3199","risky","fear",NA,"negative","2020"
"3200","risky","negative",NA,"negative","2020"
"3201","assets","positive",2,NA,"2020"
"3202","picked",NA,NA,NA,"2020"
"3203","momentum","anticipation",NA,NA,"2020"
"3204","momentum","positive",NA,NA,"2020"
"3205","positive",NA,2,"positive","2020"
"3206","vaccine","positive",NA,NA,"2020"
"3207","news",NA,NA,NA,"2020"
"3208","november",NA,NA,NA,"2020"
"3209","remaining",NA,NA,NA,"2020"
"3210","range",NA,NA,NA,"2020"
"3211","bound","negative",NA,NA,"2020"
"3212","period",NA,NA,NA,"2020"
"3213","review",NA,NA,NA,"2020"
"3214","1",NA,NA,NA,"2020"
"3215","initially",NA,NA,NA,"2020"
"3216","uncertain","anger",-1,"negative","2020"
"3217","uncertain","disgust",-1,"negative","2020"
"3218","uncertain","fear",-1,"negative","2020"
"3219","uncertain","negative",-1,"negative","2020"
"3220","uncertain","surprise",-1,"negative","2020"
"3221","election",NA,NA,NA,"2020"
"3222","outcome","positive",NA,NA,"2020"
"3223","wave",NA,NA,NA,"2020"
"3224","covid",NA,NA,NA,"2020"
"3225","19",NA,NA,NA,"2020"
"3226","valuations",NA,NA,NA,"2020"
"3227","check",NA,NA,NA,"2020"
"3228","stock",NA,NA,NA,"2020"
"3229","markets",NA,NA,NA,"2020"
"3230","united","positive",1,NA,"2020"
"3231","united","trust",1,NA,"2020"
"3232","china",NA,NA,NA,"2020"
"3233","alternated",NA,NA,NA,"2020"
"3234","rallies",NA,NA,NA,"2020"
"3235","sharp",NA,NA,"positive","2020"
"3236","sell",NA,NA,NA,"2020"
"3237","offs",NA,NA,NA,"2020"
"3238","subsequently",NA,NA,NA,"2020"
"3239","positive",NA,2,"positive","2020"
"3240","news",NA,NA,NA,"2020"
"3241","vaccine","positive",NA,NA,"2020"
"3242","development",NA,NA,NA,"2020"
"3243","boosted",NA,1,NA,"2020"
"3244","market",NA,NA,NA,"2020"
"3245","sentiment",NA,NA,NA,"2020"
"3246","led",NA,NA,"positive","2020"
"3247","investors",NA,NA,NA,"2020"
"3248","rotate",NA,NA,NA,"2020"
"3249","sectors",NA,NA,NA,"2020"
"3250","severely",NA,NA,NA,"2020"
"3251","hit","anger",NA,NA,"2020"
"3252","hit","negative",NA,NA,"2020"
"3253","pandemic","fear",NA,NA,"2020"
"3254","pandemic","negative",NA,NA,"2020"
"3255","pandemic","sadness",NA,NA,"2020"
"3256","outbreak",NA,NA,"negative","2020"
"3257","market",NA,NA,NA,"2020"
"3258","rise",NA,NA,NA,"2020"
"3259","reflect",NA,NA,NA,"2020"
"3260","improved","positive",2,"positive","2020"
"3261","business",NA,NA,NA,"2020"
"3262","conditions",NA,NA,NA,"2020"
"3263","concerns",NA,NA,"negative","2020"
"3264","remained",NA,NA,NA,"2020"
"3265","daylight",NA,NA,NA,"2020"
"3266","valuations",NA,NA,NA,"2020"
"3267","stretched",NA,NA,NA,"2020"
"3268","pre",NA,NA,NA,"2020"
"3269","pandemic","fear",NA,NA,"2020"
"3270","pandemic","negative",NA,NA,"2020"
"3271","pandemic","sadness",NA,NA,"2020"
"3272","levels",NA,NA,NA,"2020"
"3273","economic",NA,NA,NA,"2020"
"3274","prospects",NA,1,NA,"2020"
"3275","uncertain.a",NA,NA,NA,"2020"
"3276","divergence",NA,NA,NA,"2020"
"3277","assessments",NA,NA,NA,"2020"
"3278","corporate",NA,NA,NA,"2020"
"3279","vulnerabilities",NA,NA,NA,"2020"
"3280","emerging",NA,NA,NA,"2020"
"3281","credit","positive",NA,NA,"2020"
"3282","credit","trust",NA,NA,"2020"
"3283","spreads",NA,NA,NA,"2020"
"3284","advanced","positive",1,"positive","2020"
"3285","economies",NA,NA,NA,"2020"
"3286","volatility","anger",NA,"negative","2020"
"3287","volatility","anticipation",NA,"negative","2020"
"3288","volatility","fear",NA,"negative","2020"
"3289","volatility","negative",NA,"negative","2020"
"3290","volatility","surprise",NA,"negative","2020"
"3291","ultimately","anticipation",NA,NA,"2020"
"3292","ultimately","positive",NA,NA,"2020"
"3293","compressed",NA,NA,NA,"2020"
"3294","approaching","anticipation",NA,NA,"2020"
"3295","pre",NA,NA,NA,"2020"
"3296","pandemic","fear",NA,NA,"2020"
"3297","pandemic","negative",NA,NA,"2020"
"3298","pandemic","sadness",NA,NA,"2020"
"3299","lows",NA,NA,NA,"2020"
"3300","hand",NA,NA,NA,"2020"
"3301","banks",NA,NA,NA,"2020"
"3302","tightened",NA,NA,NA,"2020"
"3303","lending",NA,NA,NA,"2020"
"3304","standards",NA,NA,NA,"2020"
"3305","review",NA,NA,NA,"2020"
"3306","period",NA,NA,NA,"2020"
"3307","investors",NA,NA,NA,"2020"
"3308","search",NA,NA,NA,"2020"
"3309","yield",NA,NA,NA,"2020"
"3310","specifics",NA,NA,NA,"2020"
"3311","policy","trust",NA,NA,"2020"
"3312","support",NA,2,"positive","2020"
"3313","appeared",NA,NA,NA,"2020"
"3314","underpin",NA,NA,NA,"2020"
"3315","contrasting",NA,NA,NA,"2020"
"3316","developments.central",NA,NA,NA,"2020"
"3317","banks",NA,NA,NA,"2020"
"3318","maintained",NA,NA,NA,"2020"
"3319","accommodative",NA,NA,"positive","2020"
"3320","stance",NA,NA,NA,"2020"
"3321","wave",NA,NA,NA,"2020"
"3322","covid",NA,NA,NA,"2020"
"3323","19",NA,NA,NA,"2020"
"3324","arrived",NA,NA,NA,"2020"
"3325","major","positive",NA,NA,"2020"
"3326","jurisdictions",NA,NA,NA,"2020"
"3327","outstanding","joy",5,"positive","2020"
"3328","outstanding","negative",5,"positive","2020"
"3329","outstanding","positive",5,"positive","2020"
"3330","measures",NA,NA,NA,"2020"
"3331","unchanged",NA,NA,NA,"2020"
"3332","emphasised",NA,NA,NA,"2020"
"3333","resolution",NA,NA,NA,"2020"
"3334","act",NA,NA,NA,"2020"
"3335","response",NA,NA,NA,"2020"
"3336","economic",NA,NA,NA,"2020"
"3337","fallout",NA,NA,"negative","2020"
"3338","advanced","positive",1,"positive","2020"
"3339","economies",NA,NA,NA,"2020"
"3340","aes",NA,NA,NA,"2020"
"3341","emerging",NA,NA,NA,"2020"
"3342","market",NA,NA,NA,"2020"
"3343","economies",NA,NA,NA,"2020"
"3344","emes",NA,NA,NA,"2020"
"3345","central",NA,NA,NA,"2020"
"3346","banks",NA,NA,NA,"2020"
"3347","cut",NA,-1,NA,"2020"
"3348","rates",NA,NA,NA,"2020"
"3349","scaled",NA,NA,NA,"2020"
"3350","asset",NA,2,NA,"2020"
"3351","purchases.with",NA,NA,NA,"2020"
"3352","continued",NA,NA,NA,"2020"
"3353","central",NA,NA,NA,"2020"
"3354","bank","trust",NA,NA,"2020"
"3355","support",NA,2,"positive","2020"
"3356","government","fear",NA,NA,"2020"
"3357","government","negative",NA,NA,"2020"
"3358","bond",NA,NA,NA,"2020"
"3359","yields",NA,NA,NA,"2020"
"3360","major","positive",NA,NA,"2020"
"3361","aes",NA,NA,NA,"2020"
"3362","remained",NA,NA,NA,"2020"
"3363","unusually",NA,NA,"negative","2020"
"3364","low",NA,NA,NA,"2020"
"3365","term",NA,NA,NA,"2020"
"3366","yields",NA,NA,NA,"2020"
"3367","continued",NA,NA,NA,"2020"
"3368","upward",NA,NA,NA,"2020"
"3369","trend","positive",NA,NA,"2020"
"3370","started",NA,NA,NA,"2020"
"3371","treasury's",NA,NA,NA,"2020"
"3372","august","positive",NA,NA,"2020"
"3373","announcement","anticipation",NA,NA,"2020"
"3374","increase","positive",1,NA,"2020"
"3375","term",NA,NA,NA,"2020"
"3376","bond",NA,NA,NA,"2020"
"3377","issuances",NA,NA,NA,"2020"
"3378","experienced","positive",NA,NA,"2020"
"3379","experienced","trust",NA,NA,"2020"
"3380","volatility","anger",NA,"negative","2020"
"3381","volatility","anticipation",NA,"negative","2020"
"3382","volatility","fear",NA,"negative","2020"
"3383","volatility","negative",NA,"negative","2020"
"3384","volatility","surprise",NA,"negative","2020"
"3385","election",NA,NA,NA,"2020"
"3386","day",NA,NA,NA,"2020"
"3387","european",NA,NA,NA,"2020"
"3388","sovereign","trust",NA,NA,"2020"
"3389","yields",NA,NA,NA,"2020"
"3390","trended",NA,NA,NA,"2020"
"3391","investors",NA,NA,NA,"2020"
"3392","expecting","anticipation",NA,NA,"2020"
"3393","policy","trust",NA,NA,"2020"
"3394","easing",NA,NA,"positive","2020"
"3395","low",NA,NA,NA,"2020"
"3396","inflation","fear",NA,NA,"2020"
"3397","inflation","negative",NA,NA,"2020"
"3398","weak",NA,-2,"negative","2020"
"3399","economic",NA,NA,NA,"2020"
"3400","outlook",NA,NA,NA,"2020"
"3401","intensified",NA,NA,NA,"2020"
"3402","search",NA,NA,NA,"2020"
"3403","yield",NA,NA,NA,"2020"
"3404","led",NA,NA,"positive","2020"
"3405","tightening",NA,NA,NA,"2020"
"3406","periphery",NA,NA,NA,"2020"
"3407","sovereign","trust",NA,NA,"2020"
"3408","spreads.sentiment",NA,NA,NA,"2020"
"3409","emes",NA,NA,NA,"2020"
"3410","improved","positive",2,"positive","2020"
"3411","attractive",NA,NA,"positive","2020"
"3412","yields",NA,NA,NA,"2020"
"3413","underpinned",NA,NA,NA,"2020"
"3414","robust","positive",2,"positive","2020"
"3415","portfolio",NA,NA,NA,"2020"
"3416","flows",NA,NA,NA,"2020"
"3417","china",NA,NA,NA,"2020"
"3418","emes",NA,NA,NA,"2020"
"3419","strong",NA,2,"positive","2020"
"3420","inflows",NA,NA,NA,"2020"
"3421","dollar",NA,NA,NA,"2020"
"3422","denominated",NA,NA,NA,"2020"
"3423","bond",NA,NA,NA,"2020"
"3424","funds",NA,NA,NA,"2020"
"3425","continued",NA,NA,NA,"2020"
"3426","local",NA,NA,NA,"2020"
"3427","currency",NA,NA,NA,"2020"
"3428","bond",NA,NA,NA,"2020"
"3429","funds",NA,NA,NA,"2020"
"3430","modest","positive",NA,"positive","2020"
"3431","modest","trust",NA,"positive","2020"
"3432","inflows",NA,NA,NA,"2020"
"3433","november",NA,NA,NA,"2020"
"3434","yields",NA,NA,NA,"2020"
"3435","remained",NA,NA,NA,"2020"
"3436","low",NA,NA,NA,"2020"
"3437","supported","positive",2,"positive","2020"
"3438","domestic",NA,NA,NA,"2020"
"3439","monetary","anticipation",NA,NA,"2020"
"3440","monetary","positive",NA,NA,"2020"
"3441","policy","trust",NA,NA,"2020"
"3442","changing",NA,NA,NA,"2020"
"3443","trade","trust",NA,NA,"2020"
"3444","prospects.the",NA,NA,NA,"2020"
"3445","dollar",NA,NA,NA,"2020"
"3446","weakened","negative",NA,NA,"2020"
"3447","november",NA,NA,NA,"2020"
"3448","trading",NA,NA,NA,"2020"
"3449","sideways",NA,NA,NA,"2020"
"3450","vis",NA,NA,NA,"2020"
"3451","à",NA,NA,NA,"2020"
"3452","vis",NA,NA,NA,"2020"
"3453","ae",NA,NA,NA,"2020"
"3454","eme",NA,NA,NA,"2020"
"3455","currencies",NA,NA,NA,"2020"
"3456","renminbi's",NA,NA,NA,"2020"
"3457","appreciation","joy",2,NA,"2020"
"3458","appreciation","positive",2,NA,"2020"
"3459","appreciation","trust",2,NA,"2020"
"3460","pronounced",NA,NA,NA,"2020"
"3461","sentiment",NA,NA,NA,"2020"
"3462","supporting","positive",1,"positive","2020"
"3463","supporting","trust",1,"positive","2020"
"3464","chinese",NA,NA,NA,"2020"
"3465","assets","positive",2,NA,"2020"
"3466","strengthened",NA,2,NA,"2020"
"3467","degree","positive",NA,NA,"2020"
"3468","differentiation",NA,NA,NA,"2020"
"3469","emes",NA,NA,NA,"2020"
"3470","currency",NA,NA,NA,"2020"
"3471","strength","positive",2,NA,"2020"
"3472","strength","trust",2,NA,"2020"
"3473","appeared",NA,NA,NA,"2020"
"3474","influenced",NA,NA,NA,"2020"
"3475","structural","trust",NA,NA,"2020"
"3476","features",NA,NA,NA,"2020"
"3477","economies",NA,NA,NA,"2020"
"3478","pandemic","fear",NA,NA,"2020"
"3479","pandemic","negative",NA,NA,"2020"
"3480","pandemic","sadness",NA,NA,"2020"
"3481","outbreak",NA,NA,"negative","2020"
"3482","continuing",NA,NA,NA,"2020"
"3483","review",NA,NA,NA,"2020"
"3484","period",NA,NA,NA,"2020"
"3485","tech",NA,NA,NA,"2020"
"3486","heavy",NA,NA,NA,"2020"
"3487","emes",NA,NA,NA,"2020"
"3488","deeply",NA,NA,NA,"2020"
"3489","involved",NA,NA,NA,"2020"
"3490","manufacturing",NA,NA,NA,"2020"
"3491","global",NA,NA,NA,"2020"
"3492","chains",NA,NA,NA,"2020"
"3493","currencies",NA,NA,NA,"2020"
"3494","strengthen","positive",2,NA,"2020"
"3495","relative","trust",NA,NA,"2020"
"3496","commodity",NA,NA,NA,"2020"
"3497","producers.lacking",NA,NA,NA,"2020"
"3498","direction",NA,NA,NA,"2020"
"3499","september",NA,NA,NA,"2020"
"3500","october",NA,NA,NA,"2020"
"3501","financial",NA,NA,NA,"2020"
"3502","markets",NA,NA,NA,"2020"
"3503","received","positive",NA,NA,"2020"
"3504","boost",NA,1,"positive","2020"
"3505","november",NA,NA,NA,"2020"
